course_id,user_id,rating
2015,1002,2
2015,1003,5
2015,1004,4
2015,1005,3
2015,1006,0
2015,1007,0
2015,1008,2
2015,1009,3
2015,1010,5
2015,1011,4
2015,1012,3
2015,1013,1
2015,1014,2
2015,1015,3
2015,1016,5
2015,1017,2
2015,1018,2
2015,1019,4
2015,1020,3
2016,1001,0
2016,1002,4
2016,1003,3
2016,1004,2
2016,1005,3
2016,1006,4
2016,1007,1
2016,1008,2
2016,1009,0
2016,1010,2
2016,1011,3
2016,1012,4
2016,1013,4
2016,1014,2
2016,1015,3
2016,1016,0
2016,1017,0
2016,1018,2
2016,1019,0
2016,1020,3
2017,1001,3
2017,1002,3
2017,1003,5
2017,1004,4
2017,1005,2
2017,1006,0
2017,1007,1
2017,1008,2
2017,1009,0
2017,1010,4
2017,1011,3
2017,1012,2
2017,1013,3
2017,1014,5
2017,1015,5
2017,1016,0
2017,1017,2
2017,1018,3
2017,1019,4
2017,1020,5
2018,1001,4
2018,1002,4
2018,1003,5
2018,1004,2
2018,1005,4
2018,1006,5
2018,1007,1
2018,1008,2
2018,1009,0
2018,1010,4
2018,1011,3
2018,1012,2
2018,1013,5
2018,1014,0
2018,1015,4
2018,1016,2
2018,1017,4
2018,1018,0
2018,1019,2
2018,1020,3
2019,1001,5
2019,1002,2
2019,1003,0
2019,1004,5
2019,1005,3
2019,1006,2
2019,1007,0
2019,1008,1
2019,1009,3
2019,1010,4
2019,1011,5
2019,1012,2
2019,1013,4
2019,1014,2
2019,1015,3
2019,1016,0
2019,1017,0
2019,1018,5
2019,1019,5
2019,1020,2
2020,1001,0
2020,1002,3
2020,1003,2
2020,1004,1
2020,1005,4
2020,1006,2
2020,1007,0
2020,1008,4
2020,1009,5
2020,1010,2
2020,1011,3
2020,1012,4
2020,1013,2
2020,1014,1
2020,1015,0
2020,1016,4
2020,1017,5
2020,1018,2
2020,1019,3
2020,1020,4
2021,1001,1
2021,1002,4
2021,1003,5
2021,1004,0
2021,1005,0
2021,1006,3
2021,1007,4
2021,1008,2
2021,1009,4
2021,1010,2
2021,1011,3
2021,1012,1
2021,1013,0
2021,1014,4
2021,1015,2
2021,1016,3
2021,1017,5
2021,1018,5
2021,1019,2
2021,1020,4
2022,1001,3
2022,1002,5
2022,1003,4
2022,1004,2
2022,1005,4
2022,1006,4
2022,1007,2
2022,1008,3
2022,1009,2
2022,1010,2
2022,1011,4
2022,1012,2
2022,1013,4
2022,1014,5
2022,1015,3
2022,1016,4
2022,1017,2
2022,1018,0
2022,1019,0
2022,1020,0
2023,1001,4
2023,1002,3
2023,1003,5
2023,1004,4
2023,1005,0
2023,1006,0
2023,1007,4
2023,1008,5
2023,1009,2
2023,1010,3
2023,1011,0
2023,1012,3
2023,1013,5
2023,1014,2
2023,1015,3
2023,1016,4
2023,1017,0
2023,1018,3
2023,1019,4
2023,1020,5
2024,1001,2
2024,1002,3
2024,1003,3
2024,1004,3
2024,1005,5
2024,1006,0
2024,1007,0
2024,1008,3
2024,1009,5
2024,1010,2
2024,1011,2
2024,1012,3
2024,1013,4
2024,1014,2
2024,1015,5
2024,1016,0
2024,1017,0
2024,1018,0
2024,1019,3
2024,1020,2
2025,1001,1
2025,1002,4
2025,1003,5
2025,1004,2
2025,1005,5
2025,1006,2
2025,1007,4
2025,1008,3
2025,1009,3
2025,1010,2
2025,1011,4
2025,1012,0
2025,1013,4
2025,1014,2
2025,1015,3
2025,1016,4
2025,1017,0
2025,1018,2
2025,1019,3
2025,1020,1
2026,1001,5
2026,1002,4
2026,1003,2
2026,1004,3
2026,1005,4
2026,1006,0
2026,1007,5
2026,1008,3
2026,1009,4
2026,1010,2
2026,1011,5
2026,1012,1
2026,1013,3
2026,1014,4
2026,1015,2
2026,1016,0
2026,1017,3
2026,1018,4
2026,1019,2
2026,1020,4
2027,1001,0
2027,1002,4
2027,1003,2
2027,1004,5
2027,1005,5
2027,1006,3
2027,1007,2
2027,1008,4
2027,1009,3
2027,1010,5
2027,1011,1
2027,1012,0
2027,1013,5
2027,1014,4
2027,1015,0
2027,1016,0
2027,1017,3
2027,1018,4
2027,1019,3
2027,1020,4
2028,1001,1
2028,1002,4
2028,1003,3
2028,1004,2
2028,1005,4
2028,1006,5
2028,1007,1
2028,1008,2
2028,1009,0
2028,1010,0
2028,1011,4
2028,1012,3
2028,1013,3
2028,1014,2
2028,1015,3
2028,1016,2
2028,1017,4
2028,1018,2
2028,1019,3
2028,1020,1
2029,1001,3
2029,1002,0
2029,1003,0
2029,1004,5
2029,1005,5
2029,1006,4
2029,1007,4
2029,1008,3
2029,1009,2
2029,1010,3
2029,1011,3
2029,1012,4
2029,1013,4
2029,1014,5
2029,1015,3
2029,1016,2
2029,1017,1
2029,1018,0
2029,1019,4
2029,1020,2
2030,1001,2
2030,1002,2
2030,1003,3
2030,1004,0
2030,1005,4
2030,1006,5
2030,1007,0
2030,1008,4
2030,1009,4
2030,1010,2
2030,1011,4
2030,1012,2
2030,1013,4
2030,1014,2
2030,1015,3
2030,1016,5
2030,1017,4
2030,1018,0
2030,1019,0
2030,1020,2
2031,1001,4
2031,1002,5
2031,1003,2
2031,1004,5
2031,1005,2
2031,1006,4
2031,1007,4
2031,1008,3
2031,1009,3
2031,1010,2
2031,1011,4
2031,1012,3
2031,1013,1
2031,1014,2
2031,1015,3
2031,1016,4
2031,1017,0
2031,1018,4
2031,1019,4
2031,1020,3
2032,1001,0
2032,1002,4
2032,1003,4
2032,1004,5
2032,1005,2
2032,1006,4
2032,1007,5
2032,1008,1
2032,1009,2
2032,1010,0
2032,1011,4
2032,1012,3
2032,1013,2
2032,1014,5
2032,1015,0
2032,1016,4
2032,1017,2
2032,1018,4
2032,1019,0
2032,1020,2
2033,1001,2
2033,1002,5
2033,1003,2
2033,1004,0
2033,1005,5
2033,1006,3
2033,1007,2
2033,1008,0
2033,1009,1
2033,1010,3
2033,1011,4
2033,1012,5
2033,1013,2
2033,1014,4
2033,1015,2
2033,1016,3
2033,1017,0
2033,1018,0
2033,1019,5
2033,1020,5
2034,1001,0
2034,1002,0
2034,1003,2
2034,1004,4
2034,1005,1
2034,1006,3
2034,1007,5
2034,1008,4
2034,1009,1
2034,1010,2
2034,1011,0
2034,1012,0
2034,1013,2
2034,1014,1
2034,1015,3
2034,1016,5
2034,1017,4
2034,1018,1
2034,1019,2
2034,1020,3
2035,1001,3
2035,1002,1
2035,1003,2
2035,1004,5
2035,1005,4
2035,1006,3
2035,1007,4
2035,1008,5
2035,1009,4
2035,1010,0
2035,1011,0
2035,1012,0
2035,1013,1
2035,1014,2
2035,1015,3
2035,1016,4
2035,1017,5
2035,1018,0
2035,1019,0
2035,1020,0
2036,1001,1
2036,1002,2
2036,1003,5
2036,1004,2
2036,1005,0
2036,1006,5
2036,1007,3
2036,1008,2
2036,1009,0
2036,1010,1
2036,1011,3
2036,1012,4
2036,1013,5
2036,1014,2
2036,1015,4
2036,1016,2
2036,1017,3
2036,1018,0
2036,1019,0
2036,1020,5
2037,1001,3
2037,1002,0
2037,1003,0
2037,1004,2
2037,1005,4
2037,1006,1
2037,1007,3
2037,1008,5
2037,1009,4
2037,1010,1
2037,1011,2
2037,1012,0
2037,1013,0
2037,1014,2
2037,1015,1
2037,1016,3
2037,1017,5
2037,1018,4
2037,1019,1
2037,1020,2
2038,1001,2
2038,1002,3
2038,1003,1
2038,1004,0
2038,1005,2
2038,1006,1
2038,1007,0
2038,1008,0
2038,1009,0
2038,1010,0
2038,1011,3
2038,1012,0
2038,1013,0
2038,1014,4
2038,1015,1
2038,1016,0
2038,1017,2
2038,1018,0
2038,1019,1
2038,1020,2
2039,1001,4
2039,1002,5
2039,1003,0
2039,1004,2
2039,1005,1
2039,1006,0
2039,1007,4
2039,1008,5
2039,1009,0
2039,1010,1
2039,1011,0
2039,1012,3
2039,1013,2
2039,1014,0
2039,1015,5
2039,1016,2
2039,1017,0
2039,1018,3
2039,1019,0
2039,1020,5
2040,1001,3
2040,1002,3
2040,1003,1
2040,1004,0
2040,1005,2
2040,1006,1
2040,1007,0
2040,1008,0
2040,1009,0
2040,1010,0
2040,1011,3
2040,1012,0
2040,1013,0
2040,1014,4
2040,1015,1
2040,1016,0
2040,1017,2
2040,1018,0
2040,1019,1
2040,1020,2
2041,1001,2
2041,1002,5
2041,1003,0
2041,1004,2
2041,1005,1
2041,1006,0
2041,1007,4
2041,1008,5
2041,1009,0
2041,1010,1
2041,1011,0
2041,1012,3
2041,1013,2
2041,1014,0
2041,1015,5
2041,1016,2
2041,1017,0
2041,1018,3
2041,1019,0
2041,1020,5
2042,1001,5
2042,1002,1
2042,1003,3
2042,1004,0
2042,1005,2
2042,1006,3
2042,1007,1
2042,1008,4
2042,1009,5
2042,1010,4
2042,1011,1
2042,1012,0
2042,1013,3
2042,1014,2
2042,1015,4
2042,1016,2
2042,1017,3
2042,1018,4
2042,1019,3
2042,1020,4
2043,1001,2
2043,1002,4
2043,1003,5
2043,1004,3
2043,1005,3
2043,1006,2
2043,1007,0
2043,1008,4
2043,1009,2
2043,1010,2
2043,1011,4
2043,1012,3
2043,1013,5
2043,1014,2
2043,1015,3
2043,1016,1
2043,1017,3
2043,1018,2
2043,1019,3
2043,1020,3
2044,1001,3
2044,1002,4
2044,1003,2
2044,1004,0
2044,1005,1
2044,1006,2
2044,1007,4
2044,1008,3
2044,1009,3
2044,1010,5
2044,1011,1
2044,1012,2
2044,1013,3
2044,1014,0
2044,1015,5
2044,1016,0
2044,1017,0
2044,1018,0
2044,1019,2
2044,1020,4
2045,1001,1
2045,1002,5
2045,1003,3
2045,1004,4
2045,1005,5
2045,1006,2
2045,1007,3
2045,1008,4
2045,1009,0
2045,1010,2
2045,1011,3
2045,1012,5
2045,1013,4
2045,1014,5
2045,1015,4
2045,1016,2
2045,1017,3
2045,1018,4
2045,1019,5
2045,1020,3
2046,1001,1
2046,1002,4
2046,1003,4
2046,1004,5
2046,1005,2
2046,1006,4
2046,1007,5
2046,1008,1
2046,1009,2
2046,1010,0
2046,1011,4
2046,1012,3
2046,1013,2
2046,1014,5
2046,1015,0
2046,1016,4
2046,1017,2
2046,1018,4
2046,1019,0
2046,1020,2
2047,1001,2
2047,1002,0
2047,1003,0
2047,1004,0
2047,1005,0
2047,1006,0
2047,1007,0
2047,1008,0
2047,1009,0
2047,1010,0
2047,1011,0
2047,1012,0
2047,1013,0
2047,1014,0
2047,1015,0
2047,1016,0
2047,1017,0
2047,1018,0
2047,1019,0
2047,1020,0
2048,1001,0
2048,1002,0
2048,1003,2
2048,1004,4
2048,1005,1
2048,1006,3
2048,1007,5
2048,1008,4
2048,1009,1
2048,1010,2
2048,1011,0
2048,1012,0
2048,1013,2
2048,1014,1
2048,1015,3
2048,1016,5
2048,1017,4
2048,1018,1
2048,1019,2
2048,1020,3
2049,1001,3
2049,1002,1
2049,1003,2
2049,1004,5
2049,1005,4
2049,1006,3
2049,1007,4
2049,1008,5
2049,1009,4
2049,1010,0
2049,1011,0
2049,1012,0
2049,1013,1
2049,1014,2
2049,1015,3
2049,1016,4
2049,1017,5
2049,1018,0
2049,1019,0
2049,1020,0
2050,1001,3
2050,1002,4
2050,1003,5
2050,1004,2
2050,1005,5
2050,1006,2
2050,1007,4
2050,1008,4
2050,1009,3
2050,1010,3
2050,1011,2
2050,1012,4
2050,1013,3
2050,1014,1
2050,1015,2
2050,1016,3
2050,1017,4
2050,1018,0
2050,1019,4
2050,1020,4
2051,1001,5
2051,1002,0
2051,1003,4
2051,1004,4
2051,1005,5
2051,1006,2
2051,1007,4
2051,1008,5
2051,1009,1
2051,1010,2
2051,1011,0
2051,1012,4
2051,1013,3
2051,1014,2
2051,1015,5
2051,1016,0
2051,1017,4
2051,1018,2
2051,1019,4
2051,1020,0
2052,1001,5
2052,1002,2
2052,1003,5
2052,1004,2
2052,1005,0
2052,1006,5
2052,1007,3
2052,1008,2
2052,1009,0
2052,1010,1
2052,1011,3
2052,1012,4
2052,1013,5
2052,1014,2
2052,1015,4
2052,1016,2
2052,1017,3
2052,1018,0
2052,1019,0
2052,1020,5
2053,1001,4
2053,1002,4
2053,1003,4
2053,1004,5
2053,1005,2
2053,1006,4
2053,1007,5
2053,1008,1
2053,1009,2
2053,1010,0
2053,1011,4
2053,1012,3
2053,1013,2
2053,1014,5
2053,1015,0
2053,1016,4
2053,1017,2
2053,1018,4
2053,1019,0
2053,1020,2
2054,1001,2
2054,1002,5
2054,1003,2
2054,1004,0
2054,1005,5
2054,1006,3
2054,1007,2
2054,1008,0
2054,1009,1
2054,1010,3
2054,1011,4
2054,1012,5
2054,1013,2
2054,1014,4
2054,1015,2
2054,1016,3
2054,1017,0
2054,1018,0
2054,1019,5
2054,1020,5
2055,1001,3
2055,1002,0
2055,1003,0
2055,1004,0
2055,1005,0
2055,1006,0
2055,1007,0
2055,1008,0
2055,1009,0
2055,1010,0
2055,1011,0
2055,1012,0
2055,1013,0
2055,1014,0
2055,1015,0
2055,1016,0
2055,1017,0
2055,1018,0
2055,1019,0
2055,1020,0
2056,1001,1
2056,1002,4
2056,1003,5
2056,1004,2
2056,1005,5
2056,1006,2
2056,1007,4
2056,1008,4
2056,1009,3
2056,1010,3
2056,1011,2
2056,1012,4
2056,1013,3
2056,1014,1
2056,1015,2
2056,1016,3
2056,1017,4
2056,1018,0
2056,1019,4
2056,1020,4
2057,1001,3
2057,1002,0
2057,1003,4
2057,1004,4
2057,1005,5
2057,1006,2
2057,1007,4
2057,1008,5
2057,1009,1
2057,1010,2
2057,1011,0
2057,1012,4
2057,1013,3
2057,1014,2
2057,1015,5
2057,1016,0
2057,1017,4
2057,1018,2
2057,1019,4
2057,1020,0
2058,1001,2
2058,1002,2
2058,1003,5
2058,1004,2
2058,1005,0
2058,1006,5
2058,1007,3
2058,1008,2
2058,1009,0
2058,1010,1
2058,1011,3
2058,1012,4
2058,1013,5
2058,1014,2
2058,1015,4
2058,1016,2
2058,1017,3
2058,1018,0
2058,1019,0
2058,1020,5
2059,1001,4
2059,1002,0
2059,1003,0
2059,1004,0
2059,1005,0
2059,1006,0
2059,1007,0
2059,1008,0
2059,1009,0
2059,1010,0
2059,1011,0
2059,1012,0
2059,1013,0
2059,1014,0
2059,1015,0
2059,1016,0
2059,1017,0
2059,1018,0
2059,1019,0
2059,1020,0
2060,1001,5
2060,1002,3
2060,1003,1
2060,1004,0
2060,1005,2
2060,1006,1
2060,1007,0
2060,1008,0
2060,1009,0
2060,1010,0
2060,1011,3
2060,1012,0
2060,1013,0
2060,1014,4
2060,1015,1
2060,1016,0
2060,1017,2
2060,1018,0
2060,1019,1
2060,1020,0
2061,1001,0
2061,1002,5
2061,1003,0
2061,1004,2
2061,1005,1
2061,1006,0
2061,1007,4
2061,1008,5
2061,1009,0
2061,1010,1
2061,1011,0
2061,1012,3
2061,1013,2
2061,1014,0
2061,1015,5
2061,1016,2
2061,1017,0
2061,1018,3
2061,1019,0
2061,1020,0
2062,1001,3
2062,1002,1
2062,1003,3
2062,1004,0
2062,1005,2
2062,1006,3
2062,1007,1
2062,1008,4
2062,1009,5
2062,1010,4
2062,1011,1
2062,1012,0
2062,1013,3
2062,1014,2
2062,1015,4
2062,1016,2
2062,1017,3
2062,1018,4
2062,1019,3
2062,1020,0
2063,1001,4
2063,1002,4
2063,1003,5
2063,1004,3
2063,1005,3
2063,1006,2
2063,1007,0
2063,1008,4
2063,1009,2
2063,1010,2
2063,1011,4
2063,1012,3
2063,1013,5
2063,1014,2
2063,1015,3
2063,1016,1
2063,1017,3
2063,1018,2
2063,1019,3
2063,1020,0
2064,1001,5
2064,1002,4
2064,1003,2
2064,1004,0
2064,1005,1
2064,1006,2
2064,1007,4
2064,1008,3
2064,1009,3
2064,1010,5
2064,1011,1
2064,1012,2
2064,1013,3
2064,1014,0
2064,1015,5
2064,1016,0
2064,1017,0
2064,1018,0
2064,1019,2
2064,1020,0
2065,1001,2
2065,1002,4
2065,1003,4
2065,1004,5
2065,1005,2
2065,1006,4
2065,1007,5
2065,1008,1
2065,1009,2
2065,1010,0
2065,1011,4
2065,1012,3
2065,1013,2
2065,1014,5
2065,1015,0
2065,1016,4
2065,1017,2
2065,1018,4
2065,1019,0
2065,1020,2
2066,1001,1
2066,1002,0
2066,1003,0
2066,1004,0
2066,1005,0
2066,1006,0
2066,1007,0
2066,1008,0
2066,1009,0
2066,1010,0
2066,1011,0
2066,1012,0
2066,1013,0
2066,1014,0
2066,1015,0
2066,1016,0
2066,1017,0
2066,1018,0
2066,1019,0
2066,1020,0
2067,1001,2
2067,1002,2
2067,1003,5
2067,1004,2
2067,1005,0
2067,1006,5
2067,1007,3
2067,1008,2
2067,1009,0
2067,1010,1
2067,1011,3
2067,1012,4
2067,1013,5
2067,1014,2
2067,1015,4
2067,1016,2
2067,1017,3
2067,1018,0
2067,1019,0
2067,1020,5
2068,1001,3
2068,1002,0
2068,1003,0
2068,1004,2
2068,1005,4
2068,1006,1
2068,1007,3
2068,1008,5
2068,1009,4
2068,1010,1
2068,1011,2
2068,1012,0
2068,1013,0
2068,1014,2
2068,1015,1
2068,1016,3
2068,1017,5
2068,1018,4
2068,1019,1
2068,1020,2
2069,1001,4
2069,1002,4
2069,1003,4
2069,1004,5
2069,1005,2
2069,1006,4
2069,1007,5
2069,1008,1
2069,1009,2
2069,1010,0
2069,1011,4
2069,1012,3
2069,1013,2
2069,1014,5
2069,1015,0
2069,1016,4
2069,1017,2
2069,1018,4
2069,1019,0
2069,1020,2
2070,1001,5
2070,1002,4
2070,1003,4
2070,1004,5
2070,1005,2
2070,1006,4
2070,1007,5
2070,1008,1
2070,1009,2
2070,1010,0
2070,1011,4
2070,1012,3
2070,1013,2
2070,1014,5
2070,1015,0
2070,1016,4
2070,1017,2
2070,1018,4
2070,1019,0
2070,1020,2
2071,1001,4
2071,1002,4
2071,1003,4
2071,1004,5
2071,1005,2
2071,1006,4
2071,1007,5
2071,1008,1
2071,1009,2
2071,1010,0
2071,1011,4
2071,1012,3
2071,1013,2
2071,1014,5
2071,1015,0
2071,1016,4
2071,1017,2
2071,1018,4
2071,1019,0
2071,1020,2
2072,1001,3
2072,1002,5
2072,1003,2
2072,1004,0
2072,1005,5
2072,1006,3
2072,1007,2
2072,1008,0
2072,1009,1
2072,1010,3
2072,1011,4
2072,1012,5
2072,1013,2
2072,1014,4
2072,1015,2
2072,1016,3
2072,1017,0
2072,1018,0
2072,1019,5
2072,1020,5
2073,1001,2
2073,1002,0
2073,1003,0
2073,1004,0
2073,1005,0
2073,1006,0
2073,1007,0
2073,1008,0
2073,1009,0
2073,1010,0
2073,1011,0
2073,1012,0
2073,1013,0
2073,1014,0
2073,1015,0
2073,1016,0
2073,1017,0
2073,1018,0
2073,1019,0
2073,1020,0
2074,1001,4
2074,1002,2
2074,1003,5
2074,1004,2
2074,1005,0
2074,1006,5
2074,1007,3
2074,1008,2
2074,1009,0
2074,1010,1
2074,1011,3
2074,1012,4
2074,1013,5
2074,1014,2
2074,1015,4
2074,1016,2
2074,1017,3
2074,1018,0
2074,1019,0
2074,1020,5
2075,1001,5
2075,1002,0
2075,1003,0
2075,1004,2
2075,1005,4
2075,1006,1
2075,1007,3
2075,1008,5
2075,1009,4
2075,1010,1
2075,1011,2
2075,1012,0
2075,1013,0
2075,1014,2
2075,1015,1
2075,1016,3
2075,1017,5
2075,1018,4
2075,1019,1
2075,1020,2
2076,1001,0
2076,1002,3
2076,1003,4
2076,1004,5
2076,1005,4
2076,1006,4
2076,1007,5
2076,1008,4
2076,1009,4
2076,1010,5
2076,1011,2
2076,1012,3
2076,1013,2
2076,1014,4
2076,1015,4
2076,1016,2
2076,1017,2
2076,1018,4
2076,1019,3
2076,1020,4
2077,1001,4
2077,1002,4
2077,1003,3
2077,1004,4
2077,1005,3
2077,1006,4
2077,1007,5
2077,1008,3
2077,1009,2
2077,1010,4
2077,1011,5
2077,1012,4
2077,1013,3
2077,1014,2
2077,1015,4
2077,1016,3
2077,1017,4
2077,1018,5
2077,1019,5
2077,1020,3
2078,1001,3
2078,1002,5
2078,1003,4
2078,1004,5
2078,1005,3
2078,1006,5
2078,1007,2
2078,1008,2
2078,1009,4
2078,1010,2
2078,1011,4
2078,1012,3
2078,1013,4
2078,1014,4
2078,1015,4
2078,1016,5
2078,1017,3
2078,1018,3
2078,1019,4
2078,1020,2
2079,1001,2
2079,1002,2
2079,1003,5
2079,1004,2
2079,1005,0
2079,1006,5
2079,1007,3
2079,1008,2
2079,1009,0
2079,1010,1
2079,1011,3
2079,1012,4
2079,1013,5
2079,1014,2
2079,1015,4
2079,1016,2
2079,1017,3
2079,1018,0
2079,1019,0
2079,1020,5
2080,1001,1
2080,1002,0
2080,1003,0
2080,1004,2
2080,1005,4
2080,1006,1
2080,1007,3
2080,1008,5
2080,1009,4
2080,1010,1
2080,1011,2
2080,1012,0
2080,1013,0
2080,1014,2
2080,1015,1
2080,1016,3
2080,1017,5
2080,1018,4
2080,1019,1
2080,1020,2
2081,1001,1
2081,1002,5
2081,1003,5
2081,1004,5
2081,1005,3
2081,1006,4
2081,1007,5
2081,1008,4
2081,1009,4
2081,1010,4
2081,1011,5
2081,1012,5
2081,1013,5
2081,1014,3
2081,1015,4
2081,1016,5
2081,1017,2
2081,1018,4
2081,1019,4
2081,1020,4
2082,1001,2
2082,1002,4
2082,1003,4
2082,1004,4
2082,1005,4
2082,1006,4
2082,1007,3
2082,1008,5
2082,1009,5
2082,1010,4
2082,1011,5
2082,1012,4
2082,1013,4
2082,1014,4
2082,1015,5
2082,1016,4
2082,1017,4
2082,1018,5
2082,1019,5
2082,1020,3
2083,1001,3
2083,1002,3
2083,1003,1
2083,1004,0
2083,1005,2
2083,1006,1
2083,1007,0
2083,1008,0
2083,1009,0
2083,1010,0
2083,1011,3
2083,1012,0
2083,1013,0
2083,1014,4
2083,1015,1
2083,1016,0
2083,1017,3
2083,1018,0
2083,1019,1
2083,1020,4
2084,1001,0
2084,1002,5
2084,1003,0
2084,1004,2
2084,1005,1
2084,1006,0
2084,1007,4
2084,1008,5
2084,1009,0
2084,1010,1
2084,1011,0
2084,1012,3
2084,1013,2
2084,1014,0
2084,1015,5
2084,1016,2
2084,1017,0
2084,1018,3
2084,1019,0
2084,1020,5
2085,1001,3
2085,1002,1
2085,1003,3
2085,1004,0
2085,1005,2
2085,1006,3
2085,1007,1
2085,1008,4
2085,1009,5
2085,1010,4
2085,1011,1
2085,1012,0
2085,1013,3
2085,1014,2
2085,1015,4
2085,1016,2
2085,1017,3
2085,1018,4
2085,1019,3
2085,1020,4
2086,1001,4
2086,1002,4
2086,1003,5
2086,1004,3
2086,1005,3
2086,1006,2
2086,1007,0
2086,1008,4
2086,1009,2
2086,1010,2
2086,1011,4
2086,1012,3
2086,1013,5
2086,1014,2
2086,1015,3
2086,1016,1
2086,1017,3
2086,1018,2
2086,1019,3
2086,1020,3
2087,1001,5
2087,1002,4
2087,1003,2
2087,1004,0
2087,1005,1
2087,1006,2
2087,1007,4
2087,1008,3
2087,1009,3
2087,1010,5
2087,1011,1
2087,1012,2
2087,1013,3
2087,1014,0
2087,1015,5
2087,1016,0
2087,1017,0
2087,1018,0
2087,1019,2
2087,1020,4
2088,1001,0
2088,1002,5
2088,1003,3
2088,1004,2
2088,1005,3
2088,1006,2
2088,1007,4
